FID,STATION_NAME,LOCAL_TRIP_START_TIME,IMOS_SITE_CODE,NRS_TRIP_CODE,NRS_SAMPLE_CODE,UTC_TRIP_START_TIME,LATITUDE,LONGITUDE,SAMPLE_DEPTH_M,SALINITY,SALINITY_FLAG,SALINITY_COMMENTS,SILICATE_UMOL_PER_L,SILICATE_FLAG,NITRATE_UMOL_PER_L,NITRATE_FLAG,PHOSPHATE_UMOL_PER_L,PHOSPHATE_FLAG,AMMONIUM_UMOL_PER_L,AMMONIUM_FLAG,NUTRIENT_COMMENTS,TCO2_UMOL_PER_KG,CARBON_FLAG,CARBON_COMMENTS,TALKALINITY_UMOL_PER_KG,ALKALINITY_FLAG,ALKALINITY_COMMENTS,OXYGEN_UMOL_PER_L,OXYGEN_FLAG,OXYGEN_COMMENTS,geom
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-194,Port Hacking,21/09/2009 9:17,NRSPHB,NRSPHB20090920,NRSPHB20090920_020,2009-09-20T23:17:00Z,-34.1192,151.2267,20,35.354,1,,2.8,1,8.4,1,0.72,1,1.25,2,ammonia could be contaminated on sampling,2116.57,1,,2324.01,1,WOCE - average of duplicates,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-193,Port Hacking,21/09/2009 9:17,NRSPHB,NRSPHB20090920,NRSPHB20090920_025,2009-09-20T23:17:00Z,-34.1192,151.2267,25,35.359,1,,2.5,1,8.6,1,0.69,1,1.4,2,ammonia could be contaminated on sampling,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-192,Port Hacking,21/09/2009 9:17,NRSPHB,NRSPHB20090920,NRSPHB20090920_030,2009-09-20T23:17:00Z,-34.1192,151.2267,30,35.357,1,,2.6,1,9.2,1,0.63,1,0.1,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-191,Port Hacking,21/09/2009 9:17,NRSPHB,NRSPHB20090920,NRSPHB20090920_040,2009-09-20T23:17:00Z,-34.1192,151.2267,40,35.343,1,,3,1,9.7,1,0.65,1,0.05,1,,2117.92,1,,2320.62,1,WOCE - average of duplicates,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-190,Port Hacking,21/09/2009 9:17,NRSPHB,NRSPHB20090920,NRSPHB20090920_050,2009-09-20T23:17:00Z,-34.1192,151.2267,50,35.356,1,,3,1,9.4,1,0.26,1,0,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-18f,Port Hacking,21/09/2009 9:17,NRSPHB,NRSPHB20090920,NRSPHB20090920_060,2009-09-20T23:17:00Z,-34.1192,151.2267,60,35.441,1,,1.8,1,6.8,1,0.37,1,0,1,,2112.43,1,,2326.37,1,WOCE - average of duplicates,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-18e,Port Hacking,21/09/2009 9:17,NRSPHB,NRSPHB20090920,NRSPHB20090920_075,2009-09-20T23:17:00Z,-34.1192,151.2267,75,35.476,1,,1.6,1,6,1,0.27,1,0,1,,2114.23,1,,2328.59,1,WOCE - average of duplicates,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-18d,Port Hacking,21/09/2009 9:17,NRSPHB,NRSPHB20090920,NRSPHB20090920_100,2009-09-20T23:17:00Z,-34.1192,151.2267,100,35.45,1,,1.7,1,5.9,1,0.33,1,0,1,,2111.2,1,,2329.11,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-18c,Port Hacking,25/09/2009 8:45,NRSPHB,NRSPHB20090924,NRSPHB20090924_000,2009-09-24T22:45:00Z,-34.1192,151.2267,0,35.497,1,,0.8,1,2.8,1,0.25,1,0.3,1,,2059.55,1,,2330.25,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-18b,Port Hacking,25/09/2009 8:45,NRSPHB,NRSPHB20090924,NRSPHB20090924_010,2009-09-24T22:45:00Z,-34.1192,151.2267,10,35.481,1,,0.1,1,1.3,1,0.16,1,0.13,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-18a,Port Hacking,25/09/2009 8:45,NRSPHB,NRSPHB20090924,NRSPHB20090924_020,2009-09-24T22:45:00Z,-34.1192,151.2267,20,35.472,1,,0.7,1,2.6,1,0.22,1,0.13,1,,,9,WOCE - no data,2330.09,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-189,Port Hacking,25/09/2009 8:45,NRSPHB,NRSPHB20090924,NRSPHB20090924_025,2009-09-24T22:45:00Z,-34.1192,151.2267,25,35.467,1,,0.6,1,2.7,1,0.22,1,0.19,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-188,Port Hacking,25/09/2009 8:45,NRSPHB,NRSPHB20090924,NRSPHB20090924_030,2009-09-24T22:45:00Z,-34.1192,151.2267,30,35.464,1,,0.6,1,2.6,1,0.25,1,0.22,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-187,Port Hacking,25/09/2009 8:45,NRSPHB,NRSPHB20090924,NRSPHB20090924_040,2009-09-24T22:45:00Z,-34.1192,151.2267,40,35.467,1,,0.6,1,2.7,1,0.22,1,0.08,1,,2073.34,1,,2327.98,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-186,Port Hacking,25/09/2009 8:45,NRSPHB,NRSPHB20090924,NRSPHB20090924_050,2009-09-24T22:45:00Z,-34.1192,151.2267,50,35.47,1,,1.5,1,5.4,1,0.38,1,0.18,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-185,Port Hacking,25/09/2009 8:45,NRSPHB,NRSPHB20090924,NRSPHB20090924_060,2009-09-24T22:45:00Z,-34.1192,151.2267,60,35.409,1,,2,1,7,1,0.44,1,0.13,1,,,9,WOCE - no data,2327.15,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-184,Port Hacking,25/09/2009 8:45,NRSPHB,NRSPHB20090924,NRSPHB20090924_075,2009-09-24T22:45:00Z,-34.1192,151.2267,75,35.44,1,,2,1,7.1,1,0.46,1,0.2,1,,2107.79,1,,2321.23,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-183,Port Hacking,25/09/2009 8:45,NRSPHB,NRSPHB20090924,NRSPHB20090924_100,2009-09-24T22:45:00Z,-34.1192,151.2267,100,35.436,1,,2.4,1,7.9,1,0.5,1,0.08,1,,2110.74,1,,2324.56,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-182,Port Hacking,12/10/2009 9:28,NRSPHB,NRSPHB20091011,NRSPHB20091011_000,2009-10-11T22:28:00Z,-34.1192,151.2267,0,35.473,1,,0.7,1,0.5,1,0.15,1,0.17,1,,2036.94,1,,2325.13,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-181,Port Hacking,12/10/2009 9:28,NRSPHB,NRSPHB20091011,NRSPHB20091011_010,2009-10-11T22:28:00Z,-34.1192,151.2267,10,35.469,1,,0.7,1,0.3,1,0.16,1,1.35,2,ammonia could be contaminated on sampling,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-180,Port Hacking,12/10/2009 9:28,NRSPHB,NRSPHB20091011,NRSPHB20091011_020,2009-10-11T22:28:00Z,-34.1192,151.2267,20,35.47,1,,0.6,1,0.3,1,0.18,1,1.07,2,ammonia could be contaminated on sampling,2040.51,1,,2327.09,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-17f,Port Hacking,12/10/2009 9:28,NRSPHB,NRSPHB20091011,NRSPHB20091011_025,2009-10-11T22:28:00Z,-34.1192,151.2267,25,35.47,1,,0.7,1,0.4,1,0.51,1,2.16,2,ammonia could be contaminated on sampling,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-17e,Port Hacking,12/10/2009 9:28,NRSPHB,NRSPHB20091011,NRSPHB20091011_030,2009-10-11T22:28:00Z,-34.1192,151.2267,30,35.507,1,,0.7,1,0.7,1,0.17,1,0.83,2,ammonia could be contaminated on sampling,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-17d,Port Hacking,12/10/2009 9:28,NRSPHB,NRSPHB20091011,NRSPHB20091011_040,2009-10-11T22:28:00Z,-34.1192,151.2267,40,35.546,1,,0.9,1,1.7,1,0.21,1,0.85,2,ammonia could be contaminated on sampling,2052.69,1,,2328.66,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-17c,Port Hacking,12/10/2009 9:28,NRSPHB,NRSPHB20091011,NRSPHB20091011_050,2009-10-11T22:28:00Z,-34.1192,151.2267,50,35.544,1,,1.1,1,2.4,1,0.24,1,0.9,2,ammonia could be contaminated on sampling,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-17b,Port Hacking,12/10/2009 9:28,NRSPHB,NRSPHB20091011,NRSPHB20091011_060,2009-10-11T22:28:00Z,-34.1192,151.2267,60,35.54,1,,1.1,1,2.6,1,0.24,1,0.51,1,,2062.23,1,,2331.14,1,WOCE - average of duplicates,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-17a,Port Hacking,12/10/2009 9:28,NRSPHB,NRSPHB20091011,NRSPHB20091011_075,2009-10-11T22:28:00Z,-34.1192,151.2267,75,35.504,1,,1.5,1,2.5,1,0.27,1,0.83,2,ammonia could be contaminated on sampling,2060.25,1,,2327.12,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-179,Port Hacking,12/10/2009 9:28,NRSPHB,NRSPHB20091011,NRSPHB20091011_100,2009-10-11T22:28:00Z,-34.1192,151.2267,100,35.422,1,,3.5,1,7.7,1,0.56,1,0.1,1,,2111.36,1,,2322.18,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-178,Port Hacking,19/10/2009 9:55,NRSPHB,NRSPHB20091018,NRSPHB20091018_000,2009-10-18T22:55:00Z,-34.1192,151.2267,0,35.534,1,,0.2,1,0,1,0.08,1,0.12,1,,2031.59,1,,2328.21,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-177,Port Hacking,19/10/2009 9:55,NRSPHB,NRSPHB20091018,NRSPHB20091018_010,2009-10-18T22:55:00Z,-34.1192,151.2267,10,35.53,1,,0.2,1,0,1,0.08,1,0.1,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-176,Port Hacking,19/10/2009 9:55,NRSPHB,NRSPHB20091018,NRSPHB20091018_020,2009-10-18T22:55:00Z,-34.1192,151.2267,20,35.532,1,,0.2,1,0,1,0.1,1,0.12,1,,2034.71,1,,2329.32,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-175,Port Hacking,19/10/2009 9:55,NRSPHB,NRSPHB20091018,NRSPHB20091018_025,2009-10-18T22:55:00Z,-34.1192,151.2267,25,35.538,1,,0.3,1,0,1,0.08,1,0.08,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-174,Port Hacking,19/10/2009 9:55,NRSPHB,NRSPHB20091018,NRSPHB20091018_030,2009-10-18T22:55:00Z,-34.1192,151.2267,30,35.542,1,,0.2,1,0.1,1,0.77,1,0.07,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-173,Port Hacking,19/10/2009 9:55,NRSPHB,NRSPHB20091018,NRSPHB20091018_040,2009-10-18T22:55:00Z,-34.1192,151.2267,40,35.51,1,,0.9,1,3.2,1,0.25,1,0.12,1,,2063.68,1,,2327.43,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-172,Port Hacking,19/10/2009 9:55,NRSPHB,NRSPHB20091018,NRSPHB20091018_050,2009-10-18T22:55:00Z,-34.1192,151.2267,50,35.481,1,,1.5,1,,9,0.33,1,,9,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-171,Port Hacking,19/10/2009 9:55,NRSPHB,NRSPHB20091018,NRSPHB20091018_060,2009-10-18T22:55:00Z,-34.1192,151.2267,60,35.444,1,,2.1,1,7,1,0.43,1,0.13,1,,2093.83,1,,2322.77,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-170,Port Hacking,19/10/2009 9:55,NRSPHB,NRSPHB20091018,NRSPHB20091018_075,2009-10-18T22:55:00Z,-34.1192,151.2267,75,35.414,1,,2.8,1,9.2,1,0.52,1,0.14,1,,2104.62,1,,2320.79,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-16f,Port Hacking,19/10/2009 9:55,NRSPHB,NRSPHB20091018,NRSPHB20091018_100,2009-10-18T22:55:00Z,-34.1192,151.2267,100,35.391,1,,3.7,1,10.7,1,0.59,1,0.16,1,,2111.3,1,,2323.88,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-16e,Port Hacking,11/11/2009 9:45,NRSPHB,NRSPHB20091110,NRSPHB20091110_000,2009-11-10T22:45:00Z,-34.1192,151.2267,0,35.457,1,,0,1,0.1,1,0.1,1,0.05,1,,2031.11,1,,2327.99,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-16d,Port Hacking,11/11/2009 9:45,NRSPHB,NRSPHB20091110,NRSPHB20091110_010,2009-11-10T22:45:00Z,-34.1192,151.2267,10,35.455,1,,0,1,0.1,1,0.09,1,0.06,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-16c,Port Hacking,11/11/2009 9:45,NRSPHB,NRSPHB20091110,NRSPHB20091110_020,2009-11-10T22:45:00Z,-34.1192,151.2267,20,35.469,1,,0,1,0.1,1,0.1,1,0.13,1,,2031.04,1,,2325.75,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-16b,Port Hacking,11/11/2009 9:45,NRSPHB,NRSPHB20091110,NRSPHB20091110_025,2009-11-10T22:45:00Z,-34.1192,151.2267,25,35.44,1,,0.1,1,0.1,1,0.12,1,0.06,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-16a,Port Hacking,11/11/2009 9:45,NRSPHB,NRSPHB20091110,NRSPHB20091110_030,2009-11-10T22:45:00Z,-34.1192,151.2267,30,35.453,1,,1.9,1,4.3,1,0.41,1,0.48,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-169,Port Hacking,11/11/2009 9:45,NRSPHB,NRSPHB20091110,NRSPHB20091110_040,2009-11-10T22:45:00Z,-34.1192,151.2267,40,35.463,1,,1.8,1,4,1,0.39,1,0.51,1,,2088.3,1,,2324.88,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-168,Port Hacking,11/11/2009 9:45,NRSPHB,NRSPHB20091110,NRSPHB20091110_050,2009-11-10T22:45:00Z,-34.1192,151.2267,50,35.419,1,,3.1,1,7.5,1,0.57,1,0.41,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-167,Port Hacking,11/11/2009 9:45,NRSPHB,NRSPHB20091110,NRSPHB20091110_060,2009-11-10T22:45:00Z,-34.1192,151.2267,60,35.383,1,,4.1,1,9.3,1,0.68,1,0.44,1,,2115.52,1,,2320.63,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-166,Port Hacking,11/11/2009 9:45,NRSPHB,NRSPHB20091110,NRSPHB20091110_075,2009-11-10T22:45:00Z,-34.1192,151.2267,75,35.331,1,,4.3,1,10.1,1,0.72,1,0.04,1,,2115.97,1,,2318.45,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-165,Port Hacking,11/11/2009 9:45,NRSPHB,NRSPHB20091110,NRSPHB20091110_100,2009-11-10T22:45:00Z,-34.1192,151.2267,100,35.304,1,,4.2,1,10.2,1,0.74,1,0.02,1,,2118.85,1,,2314.06,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-164,Port Hacking,7/12/2009 9:14,NRSPHB,NRSPHB20091206,NRSPHB20091206_000,2009-12-06T22:14:00Z,-34.1192,151.2267,0,35.478,1,,0.4,1,0,1,0.07,1,0.02,1,,2033.19,1,,2325.11,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-163,Port Hacking,7/12/2009 9:14,NRSPHB,NRSPHB20091206,NRSPHB20091206_010,2009-12-06T22:14:00Z,-34.1192,151.2267,10,35.493,1,,0.3,1,0.1,1,0.07,1,0.05,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-162,Port Hacking,7/12/2009 9:14,NRSPHB,NRSPHB20091206,NRSPHB20091206_020,2009-12-06T22:14:00Z,-34.1192,151.2267,20,35.55,1,,0.2,1,0,1,0.06,1,0.03,1,,2034.99,1,,2329.56,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-161,Port Hacking,7/12/2009 9:14,NRSPHB,NRSPHB20091206,NRSPHB20091206_025,2009-12-06T22:14:00Z,-34.1192,151.2267,25,35.512,1,,0.7,1,0,1,0,1,0.01,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-160,Port Hacking,7/12/2009 9:14,NRSPHB,NRSPHB20091206,NRSPHB20091206_030,2009-12-06T22:14:00Z,-34.1192,151.2267,30,35.537,1,,0.2,1,0,1,0.06,1,0.02,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-15f,Port Hacking,7/12/2009 9:14,NRSPHB,NRSPHB20091206,NRSPHB20091206_040,2009-12-06T22:14:00Z,-34.1192,151.2267,40,35.502,1,,0.3,1,0.1,1,0.08,1,0.12,1,,2037.2,1,,2329.14,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-15e,Port Hacking,7/12/2009 9:14,NRSPHB,NRSPHB20091206,NRSPHB20091206_050,2009-12-06T22:14:00Z,-34.1192,151.2267,50,35.491,1,,1.6,1,4.3,1,0.32,1,0.15,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-15d,Port Hacking,7/12/2009 9:14,NRSPHB,NRSPHB20091206,NRSPHB20091206_060,2009-12-06T22:14:00Z,-34.1192,151.2267,60,35.473,1,,0.7,1,0,1,0,1,0.14,1,,2087.4,1,,2325.38,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-15c,Port Hacking,7/12/2009 9:14,NRSPHB,NRSPHB20091206,NRSPHB20091206_075,2009-12-06T22:14:00Z,-34.1192,151.2267,75,35.455,1,,0.6,1,2.5,1,0.18,1,0.01,1,,2099.28,1,,2323.27,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-15b,Port Hacking,7/12/2009 9:14,NRSPHB,NRSPHB20091206,NRSPHB20091206_100,2009-12-06T22:14:00Z,-34.1192,151.2267,100,35.425,1,,4.2,1,10,1,0.65,1,0.02,1,,2112.6,1,,2321.15,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-15a,Port Hacking,20/01/2010 9:20,NRSPHB,NRSPHB20100119,NRSPHB20100119_000,2010-01-19T22:20:00Z,-34.1192,151.2267,0,35.488,1,,0.1,1,0.1,1,0.08,1,0.12,1,,2028.24,1,,2326.2,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-159,Port Hacking,20/01/2010 9:20,NRSPHB,NRSPHB20100119,NRSPHB20100119_010,2010-01-19T22:20:00Z,-34.1192,151.2267,10,35.474,1,,0.1,1,0,1,0.08,1,0.12,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-158,Port Hacking,20/01/2010 9:20,NRSPHB,NRSPHB20100119,NRSPHB20100119_020,2010-01-19T22:20:00Z,-34.1192,151.2267,20,35.484,1,,2.5,1,0,1,0.09,1,0.11,1,,2027.96,1,,,9,WOCE - no data,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-157,Port Hacking,20/01/2010 9:20,NRSPHB,NRSPHB20100119,NRSPHB20100119_025,2010-01-19T22:20:00Z,-34.1192,151.2267,25,35.476,1,,1.1,1,2.2,1,0.25,1,0.49,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-156,Port Hacking,20/01/2010 9:20,NRSPHB,NRSPHB20100119,NRSPHB20100119_030,2010-01-19T22:20:00Z,-34.1192,151.2267,30,35.446,1,,3.8,1,1.8,1,0.24,1,0.15,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-155,Port Hacking,20/01/2010 9:20,NRSPHB,NRSPHB20100119,NRSPHB20100119_040,2010-01-19T22:20:00Z,-34.1192,151.2267,40,35.443,1,,2.6,1,4.5,1,0.42,1,0.31,1,,2079.51,1,,2322.09,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-154,Port Hacking,20/01/2010 9:20,NRSPHB,NRSPHB20100119,NRSPHB20100119_050,2010-01-19T22:20:00Z,-34.1192,151.2267,50,35.437,1,,4.6,1,9.3,1,0.91,1,1.9,2,ammonia could be contaminated on sampling,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-153,Port Hacking,20/01/2010 9:20,NRSPHB,NRSPHB20100119,NRSPHB20100119_060,2010-01-19T22:20:00Z,-34.1192,151.2267,60,35.433,1,,3.2,1,5.8,1,0.56,1,1.45,2,ammonia could be contaminated on sampling,2101.16,1,,2324.17,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-152,Port Hacking,20/01/2010 9:20,NRSPHB,NRSPHB20100119,NRSPHB20100119_075,2010-01-19T22:20:00Z,-34.1192,151.2267,75,35.415,1,,6.4,1,11,1,0.92,1,0.4,1,,2134.73,1,,2323.22,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-151,Port Hacking,20/01/2010 9:20,NRSPHB,NRSPHB20100119,NRSPHB20100119_100,2010-01-19T22:20:00Z,-34.1192,151.2267,100,35.39,1,,5.7,1,11,1,0.84,1,0.19,1,,2127.63,1,,2320.79,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-150,Port Hacking,19/02/2010 9:05,NRSPHB,NRSPHB20100218,NRSPHB20100218_000,2010-02-18T22:05:00Z,-34.1192,151.2267,0,35.472,1,,0.4,1,0,1,0.08,1,0,1,,2024.68,1,,2320.76,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-14f,Port Hacking,19/02/2010 9:05,NRSPHB,NRSPHB20100218,NRSPHB20100218_010,2010-02-18T22:05:00Z,-34.1192,151.2267,10,35.446,1,,0.4,1,0,1,0.09,1,0.25,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-14e,Port Hacking,19/02/2010 9:05,NRSPHB,NRSPHB20100218,NRSPHB20100218_020,2010-02-18T22:05:00Z,-34.1192,151.2267,20,35.433,1,,0.2,1,0.1,1,0.13,1,0.15,1,,2026.66,1,,2321.16,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-14d,Port Hacking,19/02/2010 9:05,NRSPHB,NRSPHB20100218,NRSPHB20100218_025,2010-02-18T22:05:00Z,-34.1192,151.2267,25,,9,,,9,,9,,9,,9,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-14c,Port Hacking,19/02/2010 9:05,NRSPHB,NRSPHB20100218,NRSPHB20100218_030,2010-02-18T22:05:00Z,-34.1192,151.2267,30,35.466,1,,0.4,1,0.1,1,0.12,1,0.19,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-14b,Port Hacking,19/02/2010 9:05,NRSPHB,NRSPHB20100218,NRSPHB20100218_040,2010-02-18T22:05:00Z,-34.1192,151.2267,40,35.481,1,,0.4,1,0.1,1,0.07,1,0.19,1,,2035.7,1,,2323,1,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-14a,Port Hacking,19/02/2010 9:05,NRSPHB,NRSPHB20100218,NRSPHB20100218_050,2010-02-18T22:05:00Z,-34.1192,151.2267,50,35.497,1,,0.4,1,0.1,1,0.09,1,0.33,1,,,9,,,9,,,9,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-149,Port Hacking,19/02/2010 9:05,NRSPHB,NRSPHB20100218,NRSPHB20100218_060,2010-02-18T22:05:00Z,-34.1192,151.2267,60,35.418,1,,1,1,1.3,1,0.23,1,0.18,1,,2045.37,1,,2318.53,1,,,9,,POINT (151.22667 -34.11923)
