cell_x_y,taxa,num_id,dimension,measure_mm,Sample
"2,7",Copepod,20,width,0.341,437_0.25
"2,7",Copepod,21,length,1.137,437_0.25
"2,7",Copepod,21,width,0.406,437_0.25
"2,7",Copepod,22,length,1.152,437_0.25
"2,7",Copepod,22,width,0.487,437_0.25
"2,7",Copepod,23,length,0.798,437_0.25
"2,7",Copepod,23,width,0.325,437_0.25
"2,7",Copepod,24,length,0.646,437_0.25
"2,7",Copepod,24,width,0.286,437_0.25
"2,7",Copepod,25,length,1.245,437_0.25
"2,7",Copepod,25,width,0.474,437_0.25
"2,7",Copepod,26,length,0.865,437_0.25
"2,7",Copepod,26,width,0.456,437_0.25
"2,7",Copepod,27,length,0.991,437_0.25
"2,7",Copepod,27,width,0.373,437_0.25
"2,7",Copepod,28,length,1.578,437_0.25
"2,7",Copepod,28,width,0.616,437_0.25
"2,7",Copepod,29,length,0.804,437_0.25
"2,7",Copepod,29,width,0.342,437_0.25
"2,7",Copepod,30,length,1.042,437_0.25
"2,7",Copepod,30,width,0.414,437_0.25
"2,7",Copepod,31,length,0.722,437_0.25
"2,7",Copepod,31,width,0.408,437_0.25
"2,7",Copepod,32,length,1.096,437_0.25
"2,7",Copepod,32,width,0.748,437_0.25
"2,7",Copepod,33,length,0.699,437_0.25
"2,7",Copepod,33,width,0.321,437_0.25
"2,7",Copepod,34,length,0.73,437_0.25
"2,7",Copepod,34,width,0.338,437_0.25
"2,7",Copepod,35,length,0.711,437_0.25
"2,7",Copepod,35,width,0.329,437_0.25
"2,7",Copepod,36,length,0.726,437_0.25
"2,7",Copepod,36,width,0.295,437_0.25
"2,7",Copepod,37,length,0.609,437_0.25
"2,7",Copepod,37,width,0.245,437_0.25
"2,7",Copepod,38,length,0.499,437_0.25
"2,7",Copepod,38,width,0.258,437_0.25
"2,7",Copepod,39,length,0.858,437_0.25
"2,7",Copepod,39,width,0.283,437_0.25
"2,7",Copepod,40,length,0.607,437_0.25
"2,7",Copepod,40,width,0.361,437_0.25
"2,7",Copepod,41,length,0.796,437_0.25
"2,7",Copepod,41,width,0.34,437_0.25
"2,7",Copepod,42,length,0.584,437_0.25
"2,7",Copepod,42,width,0.412,437_0.25
"2,7",Copepod,43,length,1.04,437_0.25
"2,7",Copepod,43,width,0.463,437_0.25
"2,7",Copepod,44,length,1.138,437_0.25
"2,7",Copepod,44,width,0.463,437_0.25
"2,7",Copepod,45,length,0.608,437_0.25
"2,7",Copepod,45,width,0.329,437_0.25
"2,7",Copepod,46,length,1.047,437_0.25
"2,7",Copepod,46,width,0.542,437_0.25
"2,7",Copepod,47,length,1.165,437_0.25
"2,7",Copepod,47,width,0.508,437_0.25
"2,7",Copepod,48,length,1.104,437_0.25
"2,7",Copepod,48,width,0.569,437_0.25
"2,7",Copepod,49,length,1.135,437_0.25
"2,7",Copepod,49,width,0.666,437_0.25
"2,7",Copepod,50,length,1.045,437_0.25
"2,7",Copepod,50,width,0.566,437_0.25
"2,7",Copepod,51,length,1.01,437_0.25
"2,7",Copepod,51,width,0.563,437_0.25
"2,7",Copepod,52,length,0.575,437_0.25
"2,7",Copepod,52,width,0.312,437_0.25
"2,7",Copepod,53,length,0.683,437_0.25
"2,7",Copepod,53,width,0.333,437_0.25
"2,7",Copepod,54,length,0.819,437_0.25
"2,7",Copepod,54,width,0.356,437_0.25
"2,7",Copepod,55,length,0.763,437_0.25
"2,7",Copepod,55,width,0.327,437_0.25
"2,7",Copepod,56,length,0.638,437_0.25
"2,7",Copepod,56,width,0.277,437_0.25
"2,7",Copepod,57,length,0.868,437_0.25
"2,7",Copepod,57,width,0.292,437_0.25
"2,7",Copepod,58,length,1.613,437_0.25
"2,7",Copepod,58,width,0.586,437_0.25
"2,7",Copepod,59,length,0.956,437_0.25
"2,7",Copepod,59,width,0.306,437_0.25
"2,7",Copepod,60,length,1.14,437_0.25
"2,7",Copepod,60,width,0.499,437_0.25
"2,7",Copepod,61,length,0.92,437_0.25
"2,7",Copepod,61,width,0.507,437_0.25
"2,7",Copepod,62,length,1.02,437_0.25
"2,7",Copepod,62,width,0.497,437_0.25
"2,7",Copepod,63,length,1.276,437_0.25
"2,7",Copepod,63,width,0.538,437_0.25
"2,7",Copepod,64,length,0.844,437_0.25
"2,7",Copepod,64,width,0.423,437_0.25
"2,7",Copepod,65,length,0.83,437_0.25
"2,7",Copepod,65,width,0.415,437_0.25
"2,7",Copepod,66,length,0.748,437_0.25
"2,7",Copepod,66,width,0.344,437_0.25
"2,7",Copepod,67,length,0.901,437_0.25
"2,7",Copepod,67,width,0.443,437_0.25
"2,7",Copepod,68,length,0.887,437_0.25
"2,7",Copepod,68,width,0.316,437_0.25
"2,7",Copepod,69,length,0.809,437_0.25
"2,7",Copepod,69,width,0.283,437_0.25
"2,7",Copepod,70,length,0.733,437_0.25
"2,7",Copepod,70,width,0.35,437_0.25
"2,7",Copepod,71,length,0.756,437_0.25
"2,7",Copepod,71,width,0.255,437_0.25
"2,7",Copepod,72,length,0.742,437_0.25
"2,7",Copepod,72,width,0.382,437_0.25
"2,7",Copepod,73,length,0.903,437_0.25
"2,7",Copepod,73,width,0.456,437_0.25
"2,7",Copepod,74,length,0.622,437_0.25
"2,7",Copepod,74,width,0.301,437_0.25
"2,7",Fish_egg,1,length,0.725,437_0.25
"2,7",Fish_egg,1,width,0.832,437_0.25
"2,7",Fish_egg,2,length,0.732,437_0.25
"2,7",Fish_egg,2,width,0.761,437_0.25
"2,7",Fish_egg,3,length,0.524,437_0.25
"2,7",Fish_egg,3,width,0.581,437_0.25
"2,7",Fish_egg,4,length,0.486,437_0.25
"2,7",Fish_egg,4,width,0.525,437_0.25
"2,7",Fish_egg,5,length,0.444,437_0.25
"2,7",Fish_egg,5,width,0.389,437_0.25
"2,7",Fish_egg,6,length,0.821,437_0.25
"2,7",Fish_egg,6,width,0.801,437_0.25
"2,7",Fish_egg,7,length,0.833,437_0.25
"2,7",Fish_egg,7,width,0.817,437_0.25
"2,7",Fish_egg,8,length,0.654,437_0.25
"2,7",Fish_egg,8,width,0.597,437_0.25
"2,7",Fish_egg,9,length,0.726,437_0.25
"2,7",Fish_egg,9,width,0.759,437_0.25
"2,7",Fish_egg,10,length,0.832,437_0.25
"2,7",Fish_egg,10,width,0.816,437_0.25
"2,7",Fish_egg,11,length,0.806,437_0.25
"2,7",Fish_egg,11,width,0.739,437_0.25
"2,7",Fish_egg,12,length,0.68,437_0.25
"2,7",Fish_egg,12,width,0.656,437_0.25
"2,7",Fish_egg,13,length,0.703,437_0.25
"2,7",Fish_egg,13,width,0.754,437_0.25
"2,7",Fish_egg,14,length,0.821,437_0.25
"2,7",Fish_egg,14,width,0.696,437_0.25
"2,7",Fish_egg,15,length,0.88,437_0.25
"2,7",Fish_egg,15,width,0.821,437_0.25
"2,7",Fish_egg,16,length,0.821,437_0.25
"2,7",Fish_egg,16,width,0.736,437_0.25
"2,7",Fish_egg,17,length,0.722,437_0.25
"2,7",Fish_egg,17,width,0.868,437_0.25
"2,7",Fish_egg,18,length,0.729,437_0.25
"2,7",Fish_egg,18,width,0.815,437_0.25
"2,7",Fish_egg,19,length,0.708,437_0.25
"2,7",Fish_egg,19,width,0.751,437_0.25
"2,7",Fish_egg,20,length,0.461,437_0.25
"2,7",Fish_egg,20,width,0.466,437_0.25
"2,7",Chaetognath,1,length,2.88,437_0.25
"2,7",Chaetognath,1,width,0.343,437_0.25
"2,7",Chaetognath,2,length,4,437_0.25
"2,7",Chaetognath,2,width,0.319,437_0.25
"2,7",Other,1,length,0.296,437_0.25
"2,7",Other,1,width,0.264,437_0.25
"2,7",Other,2,length,0.636,437_0.25
"2,7",Other,2,width,0.375,437_0.25
"2,7",Other,3,length,0.931,437_0.25
"2,7",Other,3,width,0.641,437_0.25
"2,7",Other,4,length,0.638,437_0.25
"2,7",Other,4,width,0.326,437_0.25
"2,7",Other,5,length,0.408,437_0.25
"2,7",Other,5,width,0.329,437_0.25
"2,7",Other,6,length,0.273,437_0.25
"2,7",Other,6,width,0.336,437_0.25
"2,7",Other,7,length,0.432,437_0.25
"2,7",Other,7,width,0.323,437_0.25
"2,7",Other,8,length,0.707,437_0.25
"2,7",Other,8,width,0.725,437_0.25
"2,7",Other,9,length,0.4,437_0.25
"2,7",Other,9,width,0.514,437_0.25
"2,7",Other,10,length,0.385,437_0.25
"2,7",Other,10,width,0.411,437_0.25
"2,7",Other,11,length,0.433,437_0.25
"2,7",Other,11,width,0.242,437_0.25
"2,7",Other,12,length,0.865,437_0.25
"2,7",Other,12,width,0.234,437_0.25
"2,7",Other,13,length,0.833,437_0.25
"2,7",Other,13,width,0.471,437_0.25
"2,7",Other,14,length,1.033,437_0.25
"2,7",Other,14,width,0.638,437_0.25
"2,7",Other,15,length,0.527,437_0.25
"2,7",Other,15,width,0.367,437_0.25
"2,7",Other,16,length,0.584,437_0.25
"2,7",Other,16,width,0.303,437_0.25
"2,7",Other,17,length,0.444,437_0.25
"2,7",Other,17,width,0.354,437_0.25
"2,7",Other,18,length,0.884,437_0.25
"2,7",Other,18,width,0.78,437_0.25
"2,7",Other,19,length,1.254,437_0.25
"2,7",Other,19,width,0.232,437_0.25
"2,7",Other,20,length,0.93,437_0.25
"2,7",Other,20,width,0.18,437_0.25
"2,7",Other,21,length,0.361,437_0.25
"2,7",Other,21,width,0.279,437_0.25
"2,7",Other,22,length,0.538,437_0.25
"2,7",Other,22,width,0.34,437_0.25
"2,7",Other,23,length,0.721,437_0.25
"2,7",Other,23,width,0.471,437_0.25
"2,6",Copepod,1,length,1.623,340_0.25
"2,6",Copepod,1,width,0.668,340_0.25
"2,6",Copepod,2,length,1.602,340_0.25
"2,6",Copepod,2,width,0.67,340_0.25
"2,6",Copepod,3,length,0.839,340_0.25
"2,6",Copepod,3,width,0.451,340_0.25
"2,6",Copepod,4,length,0.688,340_0.25
"2,6",Copepod,4,width,0.434,340_0.25
"2,6",Copepod,5,length,0.924,340_0.25
"2,6",Copepod,5,width,0.424,340_0.25
"2,6",Copepod,6,length,0.651,340_0.25
"2,6",Copepod,6,width,0.341,340_0.25
"2,6",Copepod,7,length,0.801,340_0.25
"2,6",Copepod,7,width,0.375,340_0.25
"2,6",Copepod,8,length,2.909,340_0.25
"2,6",Copepod,8,width,1.374,340_0.25
"2,6",Copepod,9,length,0.877,340_0.25
"2,6",Copepod,9,width,0.341,340_0.25
"2,6",Copepod,10,length,1.597,340_0.25
"2,6",Copepod,10,width,0.537,340_0.25
"2,6",Copepod,11,length,0.629,340_0.25
"2,6",Copepod,11,width,0.403,340_0.25
"2,6",Copepod,12,length,0.928,340_0.25
"2,6",Copepod,12,width,0.506,340_0.25
"2,6",Copepod,13,length,1.048,340_0.25
"2,6",Copepod,13,width,0.403,340_0.25
"2,6",Copepod,14,length,1.551,340_0.25
"2,6",Copepod,14,width,0.632,340_0.25
"2,6",Copepod,15,length,1.495,340_0.25
"2,6",Copepod,15,width,0.679,340_0.25
"2,6",Copepod,16,length,1.788,340_0.25
"2,6",Copepod,16,width,0.705,340_0.25
"2,6",Copepod,17,length,0.933,340_0.25
"2,6",Copepod,17,width,0.409,340_0.25
"2,6",Copepod,18,length,0.683,340_0.25
"2,6",Copepod,18,width,0.435,340_0.25
"2,6",Copepod,19,length,0.993,340_0.25
"2,6",Copepod,19,width,0.464,340_0.25
"2,6",Copepod,20,length,0.885,340_0.25
"2,6",Copepod,20,width,0.506,340_0.25
"2,6",Copepod,21,length,0.701,340_0.25
"2,6",Copepod,21,width,0.348,340_0.25
"2,6",Copepod,22,length,1.059,340_0.25
"2,6",Copepod,22,width,0.447,340_0.25
"2,6",Copepod,23,length,0.691,340_0.25
"2,6",Copepod,23,width,0.401,340_0.25
"2,6",Copepod,24,length,0.981,340_0.25
"2,6",Copepod,24,width,0.508,340_0.25
"2,6",Copepod,25,length,0.72,340_0.25
"2,6",Copepod,25,width,0.466,340_0.25
"2,6",Copepod,26,length,0.811,340_0.25
"2,6",Copepod,26,width,0.416,340_0.25
"2,6",Copepod,27,length,0.607,340_0.25
"2,6",Copepod,27,width,0.281,340_0.25
"2,6",Copepod,28,length,1.172,340_0.25
"2,6",Copepod,28,width,0.44,340_0.25
"2,6",Copepod,29,length,0.795,340_0.25
"2,6",Copepod,29,width,0.321,340_0.25
"2,6",Copepod,30,length,1.762,340_0.25
"2,6",Copepod,30,width,0.629,340_0.25
"2,6",Copepod,31,length,1.006,340_0.25
"2,6",Copepod,31,width,0.528,340_0.25
"2,6",Copepod,32,length,0.883,340_0.25
"2,6",Copepod,32,width,0.515,340_0.25
"2,6",Copepod,33,length,1.393,340_0.25
"2,6",Copepod,33,width,0.579,340_0.25
"2,6",Copepod,34,length,1.265,340_0.25
"2,6",Copepod,34,width,0.439,340_0.25
"2,6",Chaetognath,1,length,8.194,340_0.25
"2,6",Chaetognath,1,width,0.435,340_0.25
"2,6",Chaetognath,2,length,3.477,340_0.25
"2,6",Chaetognath,2,width,0.401,340_0.25
"2,6",Chaetognath,3,length,2.248,340_0.25
"2,6",Chaetognath,3,width,0.293,340_0.25
"2,6",Fish_egg,1,length,0.637,340_0.25
"2,6",Fish_egg,1,width,0.418,340_0.25
"2,6",Fish_egg,2,length,0.894,340_0.25
"2,6",Fish_egg,2,width,0.555,340_0.25
"2,6",Fish_egg,3,length,0.456,340_0.25
"2,6",Fish_egg,3,width,0.407,340_0.25
"2,6",Fish_egg,4,length,0.481,340_0.25
"2,6",Fish_egg,4,width,0.519,340_0.25
"2,6",Fish_egg,5,length,0.713,340_0.25
"2,6",Fish_egg,5,width,0.626,340_0.25
"2,6",Fish_egg,6,length,0.733,340_0.25
"2,6",Fish_egg,6,width,0.731,340_0.25
"2,6",Fish_egg,7,length,0.321,340_0.25
"2,6",Fish_egg,7,width,0.334,340_0.25
"2,6",Fish_egg,8,length,0.547,340_0.25
"2,6",Fish_egg,8,width,0.6,340_0.25
"2,6",Fish_egg,9,length,0.409,340_0.25
"2,6",Fish_egg,9,width,0.398,340_0.25
"2,6",Fish_egg,10,length,0.452,340_0.25
"2,6",Fish_egg,10,width,0.485,340_0.25
"2,6",Fish_egg,11,length,0.774,340_0.25
"2,6",Fish_egg,11,width,0.755,340_0.25
"2,6",Fish_egg,12,length,0.648,340_0.25
"2,6",Fish_egg,12,width,0.624,340_0.25
"2,6",Fish_egg,13,length,0.503,340_0.25
"2,6",Fish_egg,13,width,0.399,340_0.25
"2,6",Other,1,length,2.163,340_0.25
"2,6",Other,1,width,0.542,340_0.25
"2,6",Other,2,length,0.493,340_0.25
"2,6",Other,2,width,0.635,340_0.25
"2,6",Other,3,length,0.564,340_0.25
"2,6",Other,3,width,0.384,340_0.25
"2,6",Other,4,length,0.377,340_0.25
"2,6",Other,4,width,0.245,340_0.25
"2,6",Other,5,length,1.082,340_0.25
"2,6",Other,5,width,0.689,340_0.25
"2,6",Other,6,length,1.579,340_0.25
"2,6",Other,6,width,1.064,340_0.25
"2,6",Other,7,length,1.259,340_0.25
"2,6",Other,7,width,0.658,340_0.25
"2,6",Other,8,length,1.353,340_0.25
"2,6",Other,8,width,1.258,340_0.25
"2,6",Other,9,length,0.448,340_0.25
"2,6",Other,9,width,0.295,340_0.25
"2,6",Other,10,length,0.817,340_0.25
"2,6",Other,10,width,0.45,340_0.25
"2,6",Other,11,length,0.817,340_0.25
"2,6",Other,11,width,0.548,340_0.25
"2,6",Other,12,length,0.564,340_0.25
"2,6",Other,12,width,0.277,340_0.25
"2,6",Other,13,length,0.578,340_0.25
"2,6",Other,13,width,0.36,340_0.25
"2,6",Other,14,length,1.233,340_0.25
"2,6",Other,14,width,0.774,340_0.25
"2,6",Other,15,length,0.591,340_0.25
"2,6",Other,15,width,0.511,340_0.25
"1,7",Copepod,1,length,1.511,340_0.25
"1,7",Copepod,1,width,0.642,340_0.25
"1,7",Copepod,2,length,1.023,340_0.25
"1,7",Copepod,2,width,0.619,340_0.25
"1,7",Copepod,3,length,0.968,340_0.25
"1,7",Copepod,3,width,0.485,340_0.25
"1,7",Copepod,4,length,1.112,340_0.25
"1,7",Copepod,4,width,0.492,340_0.25
"1,7",Copepod,5,length,1.063,340_0.25
"1,7",Copepod,5,width,0.619,340_0.25
"1,7",Copepod,6,length,0.805,340_0.25
"1,7",Copepod,6,width,0.343,340_0.25
"1,7",Copepod,7,length,0.628,340_0.25
"1,7",Copepod,7,width,0.371,340_0.25
"1,7",Copepod,8,length,0.666,340_0.25
"1,7",Copepod,8,width,0.312,340_0.25
"1,7",Copepod,9,length,1.119,340_0.25
"1,7",Copepod,9,width,0.448,340_0.25
"1,7",Copepod,10,length,1.139,340_0.25
"1,7",Copepod,10,width,0.494,340_0.25
"1,7",Copepod,11,length,0.767,340_0.25
"1,7",Copepod,11,width,0.437,340_0.25
"1,7",Copepod,12,length,1.033,340_0.25
"1,7",Copepod,12,width,0.557,340_0.25
"1,7",Copepod,13,length,1.058,340_0.25
"1,7",Copepod,13,width,0.543,340_0.25
"1,7",Copepod,14,length,1.054,340_0.25
"1,7",Copepod,14,width,0.452,340_0.25
"1,7",Copepod,15,length,0.852,340_0.25
"1,7",Copepod,15,width,0.48,340_0.25
"1,7",Copepod,16,length,1.035,340_0.25
"1,7",Copepod,16,width,0.467,340_0.25
"1,7",Copepod,17,length,0.864,340_0.25
"1,7",Copepod,17,width,0.419,340_0.25
"1,7",Copepod,18,length,1.507,340_0.25
"1,7",Copepod,18,width,0.76,340_0.25
"1,7",Copepod,19,length,0.858,340_0.25
"1,7",Copepod,19,width,0.394,340_0.25
"1,7",Copepod,20,length,0.637,340_0.25
"1,7",Copepod,20,width,0.422,340_0.25
"1,7",Copepod,21,length,0.554,340_0.25
"1,7",Copepod,21,width,0.195,340_0.25
"1,7",Copepod,22,length,0.956,340_0.25
"1,7",Copepod,22,width,0.365,340_0.25
"1,7",Copepod,23,length,0.901,340_0.25
"1,7",Copepod,23,width,0.416,340_0.25
"1,7",Copepod,24,length,1.019,340_0.25
"1,7",Copepod,24,width,0.485,340_0.25
"1,7",Copepod,25,length,1.102,340_0.25
"1,7",Copepod,25,width,0.472,340_0.25
"1,7",Copepod,26,length,1.152,340_0.25
"1,7",Copepod,26,width,0.562,340_0.25
"1,7",Copepod,27,length,0.805,340_0.25
"1,7",Copepod,27,width,0.28,340_0.25
"1,7",Copepod,28,length,0.729,340_0.25
"1,7",Copepod,28,width,0.363,340_0.25
"1,7",Copepod,29,length,1.245,340_0.25
"1,7",Copepod,29,width,0.534,340_0.25
"1,7",Copepod,30,length,1.282,340_0.25
"1,7",Copepod,30,width,0.531,340_0.25
"1,7",Copepod,31,length,0.672,340_0.25
"1,7",Copepod,31,width,0.343,340_0.25
"1,7",Copepod,32,length,0.487,340_0.25
"1,7",Copepod,32,width,0.338,340_0.25
"1,7",Copepod,33,length,1.119,340_0.25
"1,7",Copepod,33,width,0.492,340_0.25
"1,7",Copepod,34,length,0.873,340_0.25
"1,7",Copepod,34,width,0.497,340_0.25
"1,7",Copepod,35,length,1.102,340_0.25
"1,7",Copepod,35,width,0.394,340_0.25
"1,7",Chaetognath,1,length,16.171,340_0.25
"1,7",Chaetognath,1,width,1.216,340_0.25
"1,7",Chaetognath,2,length,7.145,340_0.25
"1,7",Chaetognath,2,width,0.775,340_0.25
"1,7",Chaetognath,3,length,4.557,340_0.25
"1,7",Chaetognath,3,width,0.427,340_0.25
"1,7",Chaetognath,4,length,2.004,340_0.25
"1,7",Chaetognath,4,width,0.261,340_0.25
"1,7",Chaetognath,5,length,2.445,340_0.25
"1,7",Chaetognath,5,width,0.348,340_0.25
"1,7",Chaetognath,6,length,5.483,340_0.25
"1,7",Chaetognath,6,width,0.573,340_0.25
"1,7",Chaetognath,7,length,6.095,340_0.25
"1,7",Chaetognath,7,width,0.424,340_0.25
"1,7",Fish_egg,1,length,0.517,340_0.25
"1,7",Fish_egg,1,width,0.34,340_0.25
"1,7",Fish_egg,2,length,0.657,340_0.25
"1,7",Fish_egg,2,width,0.587,340_0.25
"1,7",Fish_egg,3,length,0.378,340_0.25
"1,7",Fish_egg,3,width,0.351,340_0.25
"1,7",Fish_egg,4,length,0.398,340_0.25
"1,7",Fish_egg,4,width,0.41,340_0.25
"1,7",Fish_egg,5,length,0.689,340_0.25
"1,7",Fish_egg,5,width,0.633,340_0.25
"1,7",Fish_egg,6,length,0.83,340_0.25
"1,7",Fish_egg,6,width,0.877,340_0.25
"1,7",Fish_egg,7,length,0.989,340_0.25
"1,7",Fish_egg,7,width,0.716,340_0.25
"1,7",Fish_egg,8,length,0.849,340_0.25
"1,7",Fish_egg,8,width,0.823,340_0.25
"1,7",Other,1,length,0.396,340_0.25
"1,7",Other,1,width,0.447,340_0.25
"1,7",Other,2,length,0.507,340_0.25
"1,7",Other,2,width,0.436,340_0.25
"1,7",Other,3,length,0.668,340_0.25
"1,7",Other,3,width,0.34,340_0.25
"1,7",Other,4,length,0.673,340_0.25
"1,7",Other,4,width,0.537,340_0.25
"1,7",Other,5,length,1.012,340_0.25
"1,7",Other,5,width,0.747,340_0.25
"1,7",Other,6,length,1.321,340_0.25
"1,7",Other,6,width,0.76,340_0.25
"1,7",Other,7,length,1.996,340_0.25
"1,7",Other,7,width,1.158,340_0.25
"1,7",Other,8,length,0.453,340_0.25
"1,7",Other,8,width,0.316,340_0.25
"1,7",Other,9,length,0.39,340_0.25
"1,7",Other,9,width,0.504,340_0.25
"4,8",Copepod,1,length,1.443,346_0.25
"4,8",Copepod,1,width,0.479,346_0.25
"4,8",Copepod,2,length,0.728,346_0.25
"4,8",Copepod,2,width,0.339,346_0.25
"4,8",Copepod,3,length,0.939,346_0.25
"4,8",Copepod,3,width,0.463,346_0.25
"4,8",Copepod,4,length,0.737,346_0.25
"4,8",Copepod,4,width,0.295,346_0.25
"4,8",Copepod,5,length,0.714,346_0.25
"4,8",Copepod,5,width,0.364,346_0.25
"4,8",Copepod,6,length,1.05,346_0.25
"4,8",Copepod,6,width,0.547,346_0.25
"4,8",Copepod,7,length,0.825,346_0.25
"4,8",Copepod,7,width,0.337,346_0.25
"4,8",Copepod,8,length,0.744,346_0.25
"4,8",Copepod,8,width,0.276,346_0.25
"4,8",Copepod,9,length,0.785,346_0.25
"4,8",Copepod,9,width,0.373,346_0.25
"4,8",Copepod,10,length,0.9,346_0.25
"4,8",Copepod,10,width,0.415,346_0.25
"4,8",Copepod,11,length,0.878,346_0.25
"4,8",Copepod,11,width,0.376,346_0.25
"4,8",Copepod,12,length,0.743,346_0.25
"4,8",Copepod,12,width,0.373,346_0.25
"4,8",Copepod,13,length,0.925,346_0.25
"4,8",Copepod,13,width,0.358,346_0.25
"4,8",Copepod,14,length,0.889,346_0.25
"4,8",Copepod,14,width,0.37,346_0.25
"4,8",Copepod,15,length,0.83,346_0.25
"4,8",Copepod,15,width,0.407,346_0.25
"4,8",Copepod,16,length,1.457,346_0.25
"4,8",Copepod,16,width,0.492,346_0.25
"4,8",Copepod,17,length,1.216,346_0.25
"4,8",Copepod,17,width,0.489,346_0.25
"4,8",Copepod,18,length,0.865,346_0.25
"4,8",Copepod,18,width,0.532,346_0.25
"4,8",Copepod,19,length,0.824,346_0.25
"4,8",Copepod,19,width,0.28,346_0.25
"4,8",Copepod,20,length,0.606,346_0.25
"4,8",Copepod,20,width,0.309,346_0.25
"4,8",Copepod,21,length,0.989,346_0.25
"4,8",Copepod,21,width,0.341,346_0.25
"4,8",Copepod,22,length,1.011,346_0.25
"4,8",Copepod,22,width,0.376,346_0.25
"4,8",Copepod,23,length,1.781,346_0.25
"4,8",Copepod,23,width,0.628,346_0.25
"4,8",Copepod,24,length,0.669,346_0.25
"4,8",Copepod,24,width,0.336,346_0.25
"4,8",Copepod,25,length,1.513,346_0.25
"4,8",Copepod,25,width,0.588,346_0.25
"4,8",Copepod,26,length,1.081,346_0.25
"4,8",Copepod,26,width,0.466,346_0.25
"4,8",Copepod,27,length,1.745,346_0.25
"4,8",Copepod,27,width,0.631,346_0.25
"4,8",Copepod,28,length,1.105,346_0.25
"4,8",Copepod,28,width,0.499,346_0.25
"4,8",Copepod,29,length,0.812,346_0.25
"4,8",Copepod,29,width,0.476,346_0.25
"4,8",Copepod,30,length,1.135,346_0.25
"4,8",Copepod,30,width,0.374,346_0.25
"4,8",Copepod,31,length,0.56,346_0.25
"4,8",Copepod,31,width,0.28,346_0.25
"4,8",Copepod,32,length,0.804,346_0.25
"4,8",Copepod,32,width,0.279,346_0.25
"4,8",Copepod,33,length,0.946,346_0.25
"4,8",Copepod,33,width,0.445,346_0.25
"4,8",Copepod,34,length,1.42,346_0.25
"4,8",Copepod,34,width,0.447,346_0.25
"4,8",Copepod,35,length,0.852,346_0.25
"4,8",Copepod,35,width,0.325,346_0.25
"4,8",Copepod,36,length,0.565,346_0.25
"4,8",Copepod,36,width,0.248,346_0.25
"4,8",Copepod,37,length,0.79,346_0.25
"4,8",Copepod,37,width,0.373,346_0.25
"4,8",Copepod,38,length,0.491,346_0.25
"4,8",Copepod,38,width,0.35,346_0.25
"4,8",Copepod,39,length,0.673,346_0.25
"4,8",Copepod,39,width,0.297,346_0.25
"4,8",Copepod,40,length,1.236,346_0.25
"4,8",Copepod,40,width,0.55,346_0.25
"4,8",Copepod,41,length,1.001,346_0.25
"4,8",Copepod,41,width,0.309,346_0.25
"4,8",Copepod,42,length,0.484,346_0.25
"4,8",Copepod,42,width,0.401,346_0.25
"4,8",Copepod,43,length,0.975,346_0.25
"4,8",Copepod,43,width,0.576,346_0.25
"4,8",Copepod,44,length,0.783,346_0.25
"4,8",Copepod,44,width,0.357,346_0.25
"4,8",Copepod,45,length,0.943,346_0.25
"4,8",Copepod,45,width,0.428,346_0.25
"4,8",Copepod,46,length,1.372,346_0.25
"4,8",Copepod,46,width,0.514,346_0.25
"4,8",Copepod,47,length,0.675,346_0.25
"4,8",Copepod,47,width,0.409,346_0.25
"4,8",Copepod,48,length,0.77,346_0.25
"4,8",Copepod,48,width,0.604,346_0.25
"4,8",Copepod,49,length,0.756,346_0.25
"4,8",Copepod,49,width,0.262,346_0.25
"4,8",Copepod,50,length,0.785,346_0.25
"4,8",Copepod,50,width,0.346,346_0.25
"4,8",Copepod,51,length,0.795,346_0.25
"4,8",Copepod,51,width,0.448,346_0.25
"4,8",Larval_fish,1,length,1.66,346_0.25
"4,8",Larval_fish,1,width,0.378,346_0.25
"4,8",Larval_fish,2,length,2.109,346_0.25
"4,8",Larval_fish,2,width,0.269,346_0.25
"4,8",Fish_egg,1,length,0.514,346_0.25
"4,8",Fish_egg,1,width,0.539,346_0.25
"4,8",Fish_egg,2,length,0.532,346_0.25
"4,8",Fish_egg,2,width,0.378,346_0.25
"4,8",Fish_egg,3,length,0.56,346_0.25
"4,8",Fish_egg,3,width,0.56,346_0.25
"4,8",Fish_egg,4,length,0.518,346_0.25
"4,8",Fish_egg,4,width,0.49,346_0.25
"4,8",Fish_egg,5,length,1.06,346_0.25
"4,8",Fish_egg,5,width,0.735,346_0.25
"4,8",Fish_egg,6,length,0.496,346_0.25
"4,8",Fish_egg,6,width,0.515,346_0.25
"4,8",Fish_egg,7,length,0.921,346_0.25
"4,8",Fish_egg,7,width,0.577,346_0.25
"4,8",Fish_egg,8,length,0.404,346_0.25
"4,8",Fish_egg,8,width,0.466,346_0.25
"4,8",Fish_egg,9,length,0.507,346_0.25
"4,8",Fish_egg,9,width,0.525,346_0.25
"4,8",Fish_egg,10,length,0.515,346_0.25
"4,8",Fish_egg,10,width,0.397,346_0.25
"4,8",Other,1,length,0.42,346_0.25
"4,8",Other,1,width,0.226,346_0.25
"4,8",Other,2,length,0.855,346_0.25
"4,8",Other,2,width,0.588,346_0.25
"4,8",Other,3,length,0.684,346_0.25
"4,8",Other,3,width,0.693,346_0.25
